numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult
111,853,522,974,617,-0.548438787,28.66902924,0.55894655,-0.406432748,29.32120514,29.34268951,0.800000012,21,29691736,RECORD@2020-11-22_12.30.20,82,0
112,860,526,976,621,-0.44335559,29.15344429,0.482403547,-0.20858033,29.93623161,29.94151878,0.400000006,21,14522830,RECORD@2020-11-22_12.30.20,83,0
113,873,515,984,608,-0.230721503,30.1372509,0.882577956,-0.213881567,30.52100563,30.54034996,0.400000006,21,14842006,RECORD@2020-11-22_12.30.20,84,0
114,876,521,988,612,-0.201157734,30.60825539,0.571613371,0.107714668,31.11337471,31.13917923,-0.200000003,21,18888956,RECORD@2020-11-22_12.30.20,85,0
115,884,513,992,603,-0.082198337,31.09122658,0.89929986,0.162941337,31.73311996,31.73801041,-0.300000012,22,24869796,RECORD@2020-11-22_12.30.20,86,0
116,886,523,995,607,-0.063408539,31.56915092,0.578012764,0.11356461,32.09435272,32.13722992,-0.200000003,22,33803588,RECORD@2020-11-22_12.30.20,87,0
117,889,529,996,612,-0.003735916,32.05981445,0.493721277,0.224108249,32.70462036,32.7360611,-0.400000006,22,14777308,RECORD@2020-11-22_12.30.20,88,0
118,893,525,1000,608,0.068646923,32.55637741,0.584412158,0.3220222,33.11607361,33.13528061,-0.600000024,22,17386258,RECORD@2020-11-22_12.30.20,89,0
119,896,526,1003,608,0.119905584,33.03590775,0.497551918,0.473611921,33.72253799,33.73411179,-0.800000012,22,16073830,RECORD@2020-11-22_12.30.20,90,0
120,899,525,999,603,0.12429525,33.54654694,0.591141403,0.407717168,34.3143158,34.33294296,-0.699999988,21,12201962,RECORD@2020-11-22_12.30.20,91,0
121,902,522,1004,601,0.179361731,34.05827332,0.501750112,0.415041447,34.50696564,34.53255081,-0.699999988,22,31055474,RECORD@2020-11-22_12.30.20,92,0
122,906,529,1002,598,0.183911622,36.12834167,0.509256601,0.380878389,36.67770767,36.72826385,-0.600000024,24,20338874,RECORD@2020-11-22_12.30.20,93,0
123,907,520,1001,601,0.196850374,36.67460251,0.61192286,0.585170746,37.31625748,37.32709503,-0.899999976,25,18786138,RECORD@2020-11-22_12.30.20,94,0
124,906,516,1002,594,0.198943794,37.25356293,0.513938427,0.458917081,37.7941246,37.82611847,-0.699999988,25,20939854,RECORD@2020-11-22_12.30.20,95,0
125,909,515,1001,593,0.221230537,37.81082535,0.619014978,0.472052872,38.31644058,38.32514572,-0.699999988,26,19344006,RECORD@2020-11-22_12.30.20,96,0
126,907,514,1000,592,0.22337243,38.36178589,0.518465519,0.544006288,38.92017365,38.9239769,-0.800000012,26,25472164,RECORD@2020-11-22_12.30.20,97,0
127,909,515,999,592,0.223905057,38.94939804,0.626634836,0.517154098,39.49842834,39.52280426,-0.800000012,26,13091628,RECORD@2020-11-22_12.30.20,98,0
128,910,518,998,593,0.236010656,39.53827286,0.52276051,0.55516535,39.71944427,39.72241592,-0.800000012,27,23783416,RECORD@2020-11-22_12.30.20,99,0
129,910,518,998,592,0.207478732,40.12985992,0.634221733,0.60559994,40.51406097,40.52085495,-0.899999976,27,22245754,RECORD@2020-11-22_12.30.20,100,0
130,913,524,998,598,0.260618448,40.69378281,0.527055383,0.571120203,41.30897141,41.31929779,-0.800000012,28,14376482,RECORD@2020-11-22_12.30.20,101,0
131,915,522,1000,593,0.294187337,41.30503845,0.642138481,0.592737079,42.0078125,42.01793289,-0.800000012,28,16075036,RECORD@2020-11-22_12.30.20,102,0
132,919,522,1000,592,0.352793157,41.90757751,0.311618924,0.828187823,42.66452026,42.71656799,-1.100000024,28,15787559,RECORD@2020-11-22_12.30.20,103,0
133,921,517,1000,590,0.382502824,42.5549202,0.650517046,0.824353516,43.0981102,43.11578751,-1.100000024,29,16476325,RECORD@2020-11-22_12.30.20,104,0
134,925,517,999,588,0.479691654,45.17484665,0.667604089,0.727933586,45.70034027,45.71072006,-0.899999976,29,21233612,RECORD@2020-11-22_12.30.20,105,0
135,925,525,1000,590,0.494787693,45.83049393,0.546982408,0.65828675,46.49349594,46.50915909,-0.800000012,29,15802624,RECORD@2020-11-22_12.30.20,106,0
136,925,522,997,589,0.479518771,46.48177338,0.676114559,0.731071234,47.03549957,47.10799026,-0.899999976,29,17255506,RECORD@2020-11-22_12.30.20,107,0
137,924,521,995,588,0.421428591,47.11481857,0.55185771,0.65828675,47.63555527,47.70682144,-0.800000012,29,16502799,RECORD@2020-11-22_12.30.20,108,0
138,923,522,994,588,0.40256533,47.74023056,0.684559107,0.67430681,48.3020401,48.30565262,-0.800000012,28,10935470,RECORD@2020-11-22_12.30.20,109,0
139,922,522,993,587,0.372998267,48.35415268,0.556636333,0.595615804,48.89099121,48.90447998,-0.699999988,27,11333736,RECORD@2020-11-22_12.30.20,110,0
140,917,517,988,579,0.247091919,48.9638176,0.692475796,0.343022287,49.48822403,49.50331116,-0.400000006,27,11038733,RECORD@2020-11-22_12.30.20,111,0
141,916,516,986,580,0.238021508,49.51686859,0.561182737,0.352569073,50.09828949,50.10214233,-0.400000006,26,10235297,RECORD@2020-11-22_12.30.20,112,0
142,917,521,987,583,0.192370549,50.10269165,0.700128675,0.351870924,50.7008934,50.70097351,-0.400000006,25,13524447,RECORD@2020-11-22_12.30.20,113,0
143,916,520,984,581,0.192881376,50.65567398,0.565555096,0.443150699,51.29191589,51.29980469,-0.5,24,13614487,RECORD@2020-11-22_12.30.20,114,0
144,915,516,981,578,0.111575179,51.2202301,0.707187831,0.631107092,51.6909523,51.6990242,-0.699999988,23,15411213,RECORD@2020-11-22_12.30.20,115,0
145,910,517,978,577,0.066688918,51.6851387,0.569617867,0.451874137,52.28861237,52.29785538,-0.5,23,15254316,RECORD@2020-11-22_12.30.20,116,0
146,908,514,973,571,-0.104665838,53.54276657,0.576969564,0.378400862,54.09302139,54.09434509,-0.400000006,19,15237058,RECORD@2020-11-22_12.30.20,117,0
147,907,515,971,571,-0.080577657,53.97889709,0.726056099,0.386719882,54.65310287,54.69317627,-0.400000006,18,13360548,RECORD@2020-11-22_12.30.20,118,0
148,907,518,972,573,-0.067035049,54.36432266,0.580142379,0.193047076,55.08366776,55.09239578,-0.200000003,17,18179210,RECORD@2020-11-22_12.30.20,119,0
149,906,518,972,575,-0.177046195,54.83089828,0.731267929,0.096907675,55.28358841,55.29200745,-0.100000001,16,15283223,RECORD@2020-11-22_12.30.20,120,0
150,908,517,972,572,-0.052155156,55.11112213,0.582966983,0.000778773,55.68911362,55.69122696,0,15,13146984,RECORD@2020-11-22_12.30.20,121,0
151,908,517,971,573,-0.089681529,55.44385147,0.735622168,-0.096423022,56.08054352,56.09044647,0.100000001,14,18417564,RECORD@2020-11-22_12.30.20,122,0
152,908,518,971,573,-0.049542394,55.81985855,0.73786521,0.000795946,56.38266754,56.38986206,0,12,13705413,RECORD@2020-11-22_12.30.20,123,0
153,908,518,971,571,-0.099494405,56.02136993,0.586836278,0.197627425,56.67575455,56.68927765,-0.200000003,12,9531799,RECORD@2020-11-22_12.30.20,124,0
154,908,522,972,571,-0.116860032,56.30144882,0.74116385,0.396492571,56.87804794,56.8888855,-0.400000006,10,12929734,RECORD@2020-11-22_12.30.20,125,0
155,910,514,975,567,-0.010100456,56.46961212,0.588306665,0.101136453,57.08815384,57.08849716,-0.100000001,9,9360316,RECORD@2020-11-22_12.30.20,126,0
156,912,518,975,571,-0.117292538,56.63775635,0.743670821,0.299709231,57.28802109,57.28810883,-0.300000012,8,16797238,RECORD@2020-11-22_12.30.20,127,0
157,913,517,975,571,-0.023128454,56.84451294,0.589776993,0.596521318,57.477108,57.48771667,-0.600000024,7,12626741,RECORD@2020-11-22_12.30.20,128,0
158,913,515,975,568,0.051076289,56.98868942,0.746276796,0.203569755,57.68732834,57.68732834,-0.200000003,6,12110930,RECORD@2020-11-22_12.30.20,129,0
159,915,513,977,567,0.102683865,57.11284256,0.59124732,0.400741905,57.48591614,57.48771667,-0.400000006,6,13702152,RECORD@2020-11-22_12.30.20,130,0
160,920,514,981,568,0.237596437,57.29117203,0.591518164,0.712894678,57.87625504,57.88693619,-0.699999988,4,11632403,RECORD@2020-11-22_12.30.20,131,0
161,921,517,980,572,0.22497192,57.44495392,0.748486876,0.600707412,57.73711777,57.88693619,-0.600000024,3,9692088,RECORD@2020-11-22_12.30.20,132,0
162,922,516,982,570,0.327078372,57.42227173,0.592021167,0.502470076,58.06332397,58.08654785,-0.5,2,12021233,RECORD@2020-11-22_12.30.20,133,0
163,923,513,984,566,0.313915551,57.47386551,0.74941051,0.803455353,58.07582855,58.08654785,-0.800000012,1,10674734,RECORD@2020-11-22_12.30.20,134,0
164,925,513,986,565,0.433352113,57.46139526,0.592504859,0.820194006,58.26874161,58.28615952,-0.800000012,1,11001553,RECORD@2020-11-22_12.30.20,135,0
165,926,514,986,565,0.428728491,57.44304276,0.749542475,0.604893565,58.07770157,58.08654785,-0.600000024,254,17551696,RECORD@2020-11-22_12.30.20,136,0
166,927,514,987,566,0.487058759,57.40513229,0.5919438,0.7055704,57.87810516,57.88693619,-0.699999988,254,14249000,RECORD@2020-11-22_12.30.20,137,0
167,930,516,987,570,0.587168515,57.37843704,0.748288989,1.005690575,57.82574463,57.88693619,-1,252,13515459,RECORD@2020-11-22_12.30.20,138,0
168,928,512,987,565,0.46064809,57.23959732,0.591866434,0.900641263,57.77230072,57.78713226,-0.899999976,252,11871931,RECORD@2020-11-22_12.30.20,139,0
169,926,510,986,563,0.44347614,57.15753555,0.747728229,0.604893565,57.68415833,57.68732834,-0.600000024,251,20333310,RECORD@2020-11-22_12.30.20,140,0
170,926,510,987,563,0.475204885,57.04138947,0.590744257,0.916192293,57.28251266,57.28810883,-0.899999976,251,17649974,RECORD@2020-11-22_12.30.20,141,0
171,926,512,985,564,0.441659003,56.91757202,0.746012926,0.65034914,57.47154999,57.48771667,-0.699999988,250,15468854,RECORD@2020-11-22_12.30.20,142,0
172,916,510,976,564,0.127311498,56.33639145,0.742153525,0.542670906,56.88519287,56.8888855,-0.600000024,249,13621136,RECORD@2020-11-22_12.30.20,143,0
174,910,514,971,569,-0.03413723,56.00834274,0.739514589,0.196574241,56.44288635,56.48966599,-0.200000003,247,10754725,RECORD@2020-11-22_12.30.20,145,0
176,907,511,969,565,-0.082014777,55.55774307,0.737007618,0.196224451,56.06651688,56.09044647,-0.200000003,246,15551574,RECORD@2020-11-22_12.30.20,147,0
178,905,509,967,566,-0.200690448,55.05198669,0.733873844,0.2892299,55.67680359,55.69122696,-0.300000012,245,13464139,RECORD@2020-11-22_12.30.20,149,0
180,902,510,963,567,-0.294731468,54.5399704,0.730212331,0.19290337,54.98801804,54.99259186,-0.200000003,244,23429646,RECORD@2020-11-22_12.30.20,151,0
181,899,501,961,556,-0.413403839,54.35406876,1.295763016,-0.189342871,54.46004105,54.49356461,0.200000003,244,16825908,RECORD@2020-11-22_12.30.20,152,0
182,899,509,962,566,-0.313709915,53.97052765,0.726583838,0.094815426,54.29395676,54.29395676,-0.100000001,243,15285360,RECORD@2020-11-22_12.30.20,153,0
184,893,514,961,573,-0.504023015,52.64571381,0.573409796,-0.371103376,53.29299164,53.29590607,0.400000006,246,10612041,RECORD@2020-11-22_12.30.20,155,0
185,892,512,958,572,-0.48096627,52.40850067,0.716028214,-0.510504484,52.98822021,52.99649048,0.5,245,17603486,RECORD@2020-11-22_12.30.20,156,0
186,892,512,958,571,-0.498428583,52.16191101,0.572210312,-0.367101401,52.68777084,52.69707489,0.400000006,246,8647966,RECORD@2020-11-22_12.30.20,157,0
187,891,514,957,574,-0.459658116,51.97612381,0.713059425,-0.641605735,52.47517395,52.49746323,0.699999988,247,7099648,RECORD@2020-11-22_12.30.20,158,0
188,890,511,955,570,-0.535992801,51.75701904,0.570623875,-0.271015763,52.21823883,52.29785538,0.300000012,247,9769923,RECORD@2020-11-22_12.30.20,159,0
189,890,512,957,573,-0.581684113,51.58854294,0.710552454,-0.274142891,52.09824371,52.09824371,0.300000012,248,8994701,RECORD@2020-11-22_12.30.20,160,0
190,890,509,957,570,-0.472372204,51.40626907,0.569288969,-0.273100525,52.09539795,52.09824371,0.300000012,249,11841702,RECORD@2020-11-22_12.30.20,161,0
192,888,508,955,568,-0.584094226,51.14478683,1.241075397,-0.360027432,51.66747665,51.6990242,0.400000006,250,11878764,RECORD@2020-11-22_12.30.20,163,0
193,888,506,956,566,-0.573542893,51.01811218,1.242649317,-0.585802436,51.49307251,51.49941254,0.600000024,251,13482393,RECORD@2020-11-22_12.30.20,164,0
194,888,505,956,565,-0.547892392,50.95002365,1.237662792,-0.445215195,51.49086761,51.49941254,0.5,252,7542998.5,RECORD@2020-11-22_12.30.20,165,0
195,888,510,955,571,-0.572706521,50.79288864,0.705736399,-0.088115141,51.2994957,51.29980469,0.100000001,252,10889167,RECORD@2020-11-22_12.30.20,166,0
196,891,507,960,568,-0.503271461,50.63889694,1.235800982,-0.536468029,51.18001556,51.19999695,0.600000024,254,9683672,RECORD@2020-11-22_12.30.20,167,0
197,891,512,959,574,-0.482876301,50.61016846,0.566212893,-0.265702486,51.27880478,51.29980469,0.300000012,2,9494074,RECORD@2020-11-22_12.30.20,168,0
199,892,511,959,572,-0.485182941,50.64707565,0.566212833,-0.269315779,51.09210205,51.10019302,0.300000012,2,10620830,RECORD@2020-11-22_12.30.20,170,0
200,895,507,960,567,-0.42683512,50.70655441,1.237513065,-0.401639998,51.09689331,51.10019302,0.400000006,2,15041679,RECORD@2020-11-22_12.30.20,171,0
201,894,509,961,569,-0.427471995,50.79896164,1.235444546,-0.265702724,51.17565918,51.19999695,0.300000012,3,9334501,RECORD@2020-11-22_12.30.20,172,0
202,896,497,960,554,-0.448953748,50.82474518,1.239482045,-0.354586571,51.35819244,51.39960861,0.400000006,4,11926663,RECORD@2020-11-22_12.30.20,173,0
203,895,502,963,563,-0.393508106,50.98877335,1.238345385,-0.357422084,51.4974556,51.49941254,0.400000006,5,23756842,RECORD@2020-11-22_12.30.20,174,0
204,896,512,964,573,-0.397305787,51.08349228,0.706726015,-0.451302111,51.57813644,51.59922028,0.5,6,16641113,RECORD@2020-11-22_12.30.20,175,0
205,897,501,967,560,-0.289752662,51.22591019,1.242781639,-0.089388303,51.49871063,51.49941254,0.100000001,6,18492048,RECORD@2020-11-22_12.30.20,176,0
214,882,508,948,565,-0.776916683,53.73869705,0.818715096,-0.565710068,54.25956726,54.29395676,0.600000024,14,12953570,RECORD@2020-11-22_12.30.20,185,0
218,877,513,943,570,-1.017887712,55.02558517,0.733049214,-0.57823509,55.49085617,55.4916153,0.600000024,14,13351151,RECORD@2020-11-22_12.30.20,189,0
219,876,513,942,571,-1.052617788,55.3507843,0.583992362,-0.679603338,55.68708038,55.69122696,0.699999988,14,13210484,RECORD@2020-11-22_12.30.20,190,0
220,875,513,939,570,-1.099066138,55.66502762,0.737172484,-0.779578745,55.98510742,55.99063873,0.800000012,14,18135736,RECORD@2020-11-22_12.30.20,191,0
221,875,511,936,566,-1.124511242,55.90276718,0.586565435,-0.79628402,56.46421814,56.48966599,0.800000012,13,13972175,RECORD@2020-11-22_12.30.20,192,0
225,873,511,933,565,-1.24305284,57.33170319,0.748684764,-0.920971811,57.85839844,57.88693619,0.899999976,12,12340605,RECORD@2020-11-22_12.30.20,196,0
226,873,514,933,568,-1.259354472,57.55730438,0.592524171,-1.012940407,58.07678986,58.08654785,1,11,14967568,RECORD@2020-11-22_12.30.20,197,0
228,874,513,933,565,-1.28315115,58.00415039,0.594342768,-0.871679425,58.58375168,58.58557129,0.800000012,10,13710414,RECORD@2020-11-22_12.30.20,199,0
229,874,515,934,568,-1.250337958,58.27956009,0.754160523,-0.978641868,58.74913025,58.78518295,0.899999976,9,7124854.5,RECORD@2020-11-22_12.30.20,200,0
230,874,514,934,565,-1.29205215,58.4026947,0.596083999,-0.72832042,59.17822647,59.18440247,0.699999988,8,10347543,RECORD@2020-11-22_12.30.20,201,0
231,873,515,933,569,-1.291045308,58.67189789,0.756667554,-1.037148714,59.25814056,59.28421021,1,8,14173959,RECORD@2020-11-22_12.30.20,202,0
232,874,516,934,569,-1.326758385,58.75828171,0.597206056,-1.047749281,59.37092209,59.38401413,1,7,16257669,RECORD@2020-11-22_12.30.20,203,0
233,874,518,933,571,-1.365474343,58.98836136,0.758646727,-0.942899704,59.66159058,59.68342972,0.899999976,6,12085352,RECORD@2020-11-22_12.30.20,204,0
234,873,517,932,571,-1.279242516,59.05279922,0.59828949,-1.033825755,59.74567413,59.78323364,1,6,10405576,RECORD@2020-11-22_12.30.20,205,0
235,874,520,932,573,-1.341416717,59.168293,-0.019636303,-0.927236915,59.67107773,59.68342972,0.899999976,5,10764815,RECORD@2020-11-22_12.30.20,206,0
236,873,521,932,575,-1.370783925,59.26018524,-0.023774207,-0.933359861,59.67435455,59.68342972,0.899999976,5,9129671,RECORD@2020-11-22_12.30.20,207,0
238,872,529,930,580,-1.380765915,59.50683212,-0.022803009,-1.158415556,60.14929199,60.18245316,1.100000024,4,6845702,RECORD@2020-11-22_12.30.20,209,0
240,872,525,930,577,-1.399297237,59.66318893,-0.02313289,-0.936491966,60.25872803,60.28225708,0.899999976,3,11648292,RECORD@2020-11-22_12.30.20,211,0
241,872,527,929,579,-1.407705903,59.7253685,-0.026968598,-1.04426837,60.25510406,60.28225708,1,2,14025621,RECORD@2020-11-22_12.30.20,212,0
242,872,522,930,575,-1.432755113,59.77757263,-0.023792595,-1.160254121,60.56775665,60.58167267,1.100000024,2,11918172,RECORD@2020-11-22_12.30.20,213,0
243,873,515,932,569,-1.333990335,59.85305023,0.601346254,-1.051150441,60.57227325,60.58167267,1,2,15129340,RECORD@2020-11-22_12.30.20,214,0
244,873,519,933,571,-1.393396258,59.90071106,0.764650226,-1.004642367,60.44445801,60.48186874,0.899999976,2,16607714,RECORD@2020-11-22_12.30.20,215,0
245,874,516,933,569,-1.282243848,59.89354324,0.601539731,-1.001937985,60.47354889,60.48186874,0.899999976,2,11997539,RECORD@2020-11-22_12.30.20,216,0
246,873,514,933,565,-1.198803544,59.95313263,0.765441895,-0.958562493,60.65156555,60.68148041,0.899999976,1,11725879,RECORD@2020-11-22_12.30.20,217,0
247,875,516,934,567,-1.223900199,59.98323441,0.601945996,-1.068634629,60.47267151,60.48186874,1,1,8397948,RECORD@2020-11-22_12.30.20,218,0
248,876,518,935,570,-1.258424878,60.05166626,0.765672803,-0.733192146,60.63531113,60.68148041,0.699999988,2,9963382,RECORD@2020-11-22_12.30.20,219,0
251,882,516,940,568,-1.087087631,60.16307068,0.766596437,-0.742935538,60.67557907,60.68148041,0.699999988,1,11727502,RECORD@2020-11-22_12.30.20,222,0
252,882,513,940,563,-1.006397963,60.13642502,0.602584422,-0.795537233,60.74797821,60.78128433,0.699999988,1,14139219,RECORD@2020-11-22_12.30.20,223,0
253,883,507,940,557,-1.033946157,60.20121002,0.767882943,-0.630422294,60.66107559,60.68148041,0.600000024,1,5920263.5,RECORD@2020-11-22_12.30.20,224,0
256,882,523,941,575,-1.040653825,60.17362595,-0.02639854,-0.473712265,60.73445129,60.78128433,0.400000006,254,7644264,RECORD@2020-11-22_12.30.20,227,0
257,883,521,941,573,-1.063858271,60.18362045,0.370296866,-0.843487144,60.64860535,60.68148041,0.800000012,254,12277361,RECORD@2020-11-22_12.30.20,228,0
258,884,517,942,568,-0.960141361,60.02184677,0.602120101,-0.840703309,60.46521378,60.48186874,0.800000012,253,8358229.5,RECORD@2020-11-22_12.30.20,229,0
259,884,519,944,571,-0.978968918,60.0074234,0.765375972,-0.576734781,60.27359009,60.28225708,0.5,253,19794178,RECORD@2020-11-22_12.30.20,230,0
260,885,514,944,565,-0.963813305,59.90073395,0.601617098,-0.521736562,60.67141342,60.68148041,0.5,252,10493800,RECORD@2020-11-22_12.30.20,231,0
261,883,517,943,569,-0.947144985,59.86367798,0.764518321,-0.740499675,60.44910049,60.48186874,0.699999988,252,11744220,RECORD@2020-11-22_12.30.20,232,0
262,882,520,943,572,-0.981332719,59.63132095,-0.022803009,-0.626151979,59.87064362,59.88303757,0.600000024,251,8602997,RECORD@2020-11-22_12.30.20,233,0
263,882,517,945,569,-0.858302653,59.53043365,0.600069344,-0.733080506,60.03865433,60.08264923,0.699999988,251,9538107,RECORD@2020-11-22_12.30.20,234,0
264,881,518,944,570,-0.998014748,59.29656601,0.59921813,-0.738063812,59.67435455,59.68342972,0.699999988,250,11977978,RECORD@2020-11-22_12.30.20,235,0
265,882,520,944,571,-0.954593003,59.22158813,0.760230064,-0.946032226,59.47649384,59.48381805,0.899999976,250,8739100,RECORD@2020-11-22_12.30.20,236,0
266,883,520,948,573,-0.96889168,59.00209045,0.75874567,-0.411661237,59.47477341,59.48381805,0.400000006,252,13388673,RECORD@2020-11-22_12.30.20,237,0
267,885,515,947,566,-0.81786263,58.83652878,0.597438216,-0.308541059,59.47331619,59.48381805,0.300000012,253,13816349,RECORD@2020-11-22_12.30.20,238,0
